Category,Message
0,happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles 1st
0,like v shock leh cos telling shuhui like telling leona also like dat almost know liao got ask abt ur reaction lor
0,family happiness
0,come n pick ü come immediately aft ur lesson
0,let snow let snow kind weather brings ppl together friendships grow
0,dear got lt gt dollars hi hi
0,good words words may leave u dismay many times
0,make sure alex knows birthday fifteen minutes far concerned
0,sorry got things may pub later
0,nah straight bring bud drinks something actually little useful straight cash
0,haha good hear officially paid market 8th
0,many licks take get center tootsie pop
0,yup thk r e teacher said make face look longer darren ask 2 cut short
1,new textbuddy chat 2 horny guys ur area 4 25p free 2 receive search postcode gaytextbuddy com txt one name 89693
1,todays vodafone numbers ending 4882 selected receive 350 award number matches call 09064019014 receive 350 award
0,please dont say like hi hi hi
0,thank u
0,oh forwarded message thought send
0,got seventeen pounds seven hundred ml hope ok
1,dear voucher holder 2 claim weeks offer pc go http www e tlp co uk expressoffer ts cs apply 2 stop texts txt stop 80062
0,n funny
0,sweetheart hope kind day one loads reasons smile biola
0,ü login dat time dad fetching ü home
0,shower baby
0,askd u question hours answer
0,well imma definitely need restock thanksgiving let know
0,said kiss kiss sound effects gorgeous man kind person needs smile brighten day
0,probably gonna swing wee bit
0,ya nice ready thursday
0,allo braved buses taken trains triumphed mean b ham jolly good rest week
0,watching cartoon listening music amp eve go temple amp church u
0,mind ask happened dont say uncomfortable
1,private 2003 account statement shows 800 un redeemed points call 08715203694 identifier code 40533 expires 31 10 04
0,prob send email
1,1 000 cash 2 000 prize claim call09050000327 c rstm sw7 3ss 150ppm
0,thats cool sometimes slow gentle sonetimes rough hard
0,gonna say sorry would normal starting panic time sorry seeing tuesday
0,wait know wesleys town bet hella drugs
0,fine miss much
0,u got persons story
0,tell drug dealer getting impatient
0,sun cant come earth send luv rays cloud cant come river send luv rain cant come meet u send care msg u gud evng
0,place man
0,doesnt make sense take unless free need know wikipedia com
1,88800 89034 premium phone services call 08718711108
0,sea lays rock rock envelope envelope paper paper 3 words
0,mum repent
0,sorry going home first daddy come fetch ü later
0,leave de start prepare next
0,yes baby study positions kama sutra
0,en chikku nange bakra msg kalstiya tea coffee
0,carlos minute still need buy
0,pay lt decimal gt lakhs
0,good evening ttyl
0,u receive msg
0,ho ho big belly laugh see ya tomo
1,sms ac sun0819 posts hello seem cool wanted say hi hi stop send stop 62468
1,get ur 1st ringtone free reply msg tone gr8 top 20 tones phone every week 1 50 per wk 2 opt send stop 08452810071 16
0,ditto worry saying anything anymore like said last night whatever want peace
0,got lt gt way could pick
0,dont knw pa drink milk
0,maybe say hi find got card great escape wetherspoons
0,piggy r u awake bet u still sleeping going 4 lunch
0,cause freaky lol
0,missed call cause yelling scrappy miss u wait u come home lonely today
0,hex place talk explain
0,ü log 4 wat sdryb8i
0,xy going 4 e lunch
1,hi sue 20 years old work lapdancer love sex text live bedroom text sue 89555 textoperator g2 1da 150ppmsg 18
0,wanted ask ü wait 4 finish lect cos lect finishes hour anyway
0,finished work yet
0,every king crying baby every great building map imprtant u r today u wil reach tomorw gud ni8
0,dear cherthala case u r coming cochin pls call bfore u start shall also reach accordingly tell day u r coming tmorow engaged ans holiday
0,thanks love torch bold
1,forwarded 448712404000 please call 08712404000 immediately urgent message waiting
0,farm open
0,sorry trouble u buy 4d dad 1405 1680 1843 2 big 1 small sat n sun thanx
0,sister law hope great month saying hey abiola
0,purchase stuff today mail po box number
0,ah poop looks like ill prob send laptop get fixed cuz gpu problem
0,good good job like entrepreneurs
0,aight close still around alex place
0,meet corporation st outside gap see mind working
0,mum ask ü buy food home
0,k u also dont msg reply msg
0,much r ü willing pay
0,sorry call later
0,important prevent dehydration giving enough fluids
0,thats bit weird even supposed happening good idea sure pub
0,true dear sat pray evening felt sms time
0,think get away trek long family town sorry
0,wanna gym harri
0,quite late lar ard 12 anyway wun b drivin
1,review keep fantastic nokia n gage game deck club nokia go 2 www cnupdates com newsletter unsubscribe alerts reply word
1,4mths half price orange line rental latest camera phones 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt cs
0,height confidence aeronautics professors wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt 1 didnt move said made students wont even start datz confidence
0,seems like weird timing night g want come smoke day shitstorm attributed always coming making everyone smoke
1,08714712388 10am 7pm cost 10p
0,save stress person dorm account send account details money sent
0,also knows lunch menu da know
0,stuff sell tell
1,error
0,book lesson msg call work sth going get specs membership px3748
1,guaranteed 1000 cash 2000 prize claim yr prize call customer service representative 08714712394 10am 7pm
0,macha dont feel upset assume mindset believe one evening wonderful plans us let life begin call anytime
0,oh send address
0,fine anytime best
0,wondar full flim
0,ya even cookies jelly
0,world running still maybe feeling admit mad correction let call life keep running world may u r also running lets run
0,got looks scrumptious daddy wants eat night long
0,cos lar ba dao ok 1 pm lor u never ask go ah said u would ask fri said u ask today
0,alright omw gotta change order half8th
0,exactly anyways far jide study visiting
0,dunno u ask
1,email alertfrom jeri stewartsize 2kbsubject low cost prescripiton drvgsto listen email call 123
0,spring coming early yay
0,lol feel bad use money take steak dinner
0,even u dont get trouble convincing tel twice tel neglect msgs dont c read dont reply
0,leaving qatar tonite search opportunity went fast pls add ur prayers dear rakhesh
0,one talking
0,thanks looking really appreciate
1,hi customer loyalty offer new nokia6650 mobile 10 txtauction txt word start 81151 get 4t ctxt tc 150p mtmsg
0,wish
0,haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
0,yes glad made
0,well little time thing good times ahead
0,got room soon put clocks back til 8 shouted everyone get realised 7 wahay another hour bed
0,ok may free gym
0,men like shorter ladies gaze eyes
0,dunno jus say go lido time 930
0,promise take good care princess run please send pics get chance ttyl
1,u subscribed best mobile content service uk 3 per 10 days send stop 82324 helpline 08706091795
0,reason spoken year anyways great week best exam
0,monday next week give full gist
1,realize 40 years thousands old ladies running around tattoos
1,important customer service announcement premier
0,dont gimme lip caveboy
0,get library
0,realy sorry recognise number confused r u please
0,didnt holla
0,cant think anyone spare room top head
0,faith makes things possible hope makes things work love makes things beautiful may three christmas merry christmas
0,u made appointment
0,call carlos phone vibrate acting might hear texts
1,romantic paris 2 nights 2 flights 79 book 4 next year call 08704439680ts cs apply
0,grandmas oh dear u still ill felt shit morning think hungover another night leave sat
1,urgent ur 500 guaranteed award still unclaimed call 09066368327 closingdate04 09 02 claimcode m39m51 1 50pmmorefrommobile2bremoved mobypobox734ls27yf
0,nothing jus tot u would ask cos u ba gua went mt faber yest yest jus went already mah today going jus call lor
0,wishing family merry x mas happy new year advance
1,ur awarded city break could win 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk age16 1 50perwksub
0,nt goin got somethin unless meetin 4 dinner lor haha wonder go tis time
0,sorry call later
0,cant pick phone right pls send message
0,lol know dramatic schools already closed tomorrow apparently drive inch snow supposed get
0,getting anywhere damn job hunting
0,lol u drunkard hair moment yeah still 4 tonight wats plan
0,idc get weaseling way shit twice row
0,wil lt gt minutes got space
0,sleeping surfing
0,thanks picking trash
0,go tell friend sure want live smokes much spend hours begging come smoke
0,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
0,happy new year dear brother really miss got number decided send text wishing happiness abiola
0,means get door
0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply
0,hmmm thought said 2 hours slave 3 late punish
0,beerage
1,important customer service announcement premier call freephone 0800 542 0578
0,dont think turns like randomlly within 5min opening
0,supposed make still town though
0,time fixes spelling sometimes gets completely diff word go figure
1,ever thought living good life perfect partner txt back name age join mobile community 100p sms
1,5 free top polyphonic tones call 087018728737 national rate get toppoly tune sent every week text subpoly 81618 3 per pole unsub 08718727870
0,gud mrng dear hav nice day
0,hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola
0,e best 4 ur driving tmr
0,u dogbreath sounding like jan c al
0,omg want scream weighed lost weight woohoo
0,generally one uncountable noun u dictionary pieces research
0,really getting hanging around
